"Lp","Id","Nazwa instytucji","Data utworzenia / data wpisu do ewiencji uczelni niepublicznych","Organ nadzorujący","Rodzaj instytucji","Państwowy Instytut Badawczy","Rok od kiedy Państwowy Instytut Badawczy","Data postawienia w stan likwidacji","Data likwidacji","Typ uczelni","Typ instytucji naukowej","REGON","NIP","KRS","Numer uczelni nadany przez ministra","Numer wpisu do ewidencji uczelni niepublicznych","Numer rejestru instytutów PAN","Strona www","Adres e-mail","Telefon","Adres skrzynki podawczej","Kraj","Województwo","Adres - ulica","Adres - numer","Adres - kod pocztowy","Adres - miasto","Dane osoby kierującej podmiotem","Identyfikator osoby kierującej podmiotem","Skład federacji - Nazwa instytucji","Skład federacji - Identyfikator instytucji","Skład federacji - W federacji od","Skład federacji - W federacji do","Nazwy - Nazwa","Nazwy - Data nadania nazwy","Instytucje poprzedzające - Nazwa instytucji","Instytucje poprzedzające - ID instytucji","Instytucje poprzedzające - REGON","Instytucje poprzedzające - NIP","Instytucje poprzedzające - KRS","Instytucje poprzedzające - Numer w rejestrze PAN","Instytucje poprzedzające - Numer w ewidencji uczelni niepublicznych","Instytucje poprzedzające - Organ nadzorujący","Instytucje poprzedzające - Rodzaj przekształcenia","Instytucje poprzedzające - Data przekształcenia","Instytucje dziedziczące - Nazwa instytucji","Instytucje dziedziczące - ID instytucji","Instytucje dziedziczące - REGON","Instytucje dziedziczące - NIP","Instytucje dziedziczące - KRS","Instytucje dziedziczące - Numer w rejestrze PAN","Instytucje dziedziczące - Numer w ewidencji uczelni niepublicznych","Instytucje dziedziczące - Organ nadzorujący","Instytucje dziedziczące - Rodzaj przekształcenia","Instytucje dziedziczące - Data przekształcenia","Historia zmian organu - Organ nadzorujący","Historia zmian organu - Data przypisania do organu","Historia zmian statusu - Status","Historia zmian statusu - Data nadania statusu","Historia zmian typu - Typ","Historia zmian typu - Data nadania typu","Historia zmian adresu - Adres","Historia zmian adresu - Data otrzymania adresu"
"179","c2e40008-ad66-4712-8be8-e06fa7235fd2","Uniwersytet Pomorski w Słupsku","1969-06-19","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","000001459","8391028460","","293","","","http://www.apsl.edu.pl","rektor@apsl.edu.pl","59 84 05 930","APS69","Polska","pomorskie","ul. Krzysztofa Arciszewskiego","22a","76-200","Słupsk","Zbigniew Osadowski - Rektor","9ac25554-36de-4b5f-8667-3eca64da7f99",,,,,"Uniwersytet Pomorski w Słupsku","2023-06-01",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1969-06-19","Działająca","1969-06-19","akademicka","1969-06-19","ul. Krzysztofa Arciszewskiego 22a, 76-200 Słupsk, woj. pomorskie, Polska","1969-06-19"
"180","c2e40008-ad66-4712-8be8-e06fa7235fd2","Uniwersytet Pomorski w Słupsku","1969-06-19","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","000001459","8391028460","","293","","","http://www.apsl.edu.pl","rektor@apsl.edu.pl","59 84 05 930","APS69","Polska","pomorskie","ul. Krzysztofa Arciszewskiego","22a","76-200","Słupsk","Zbigniew Osadowski - Rektor","9ac25554-36de-4b5f-8667-3eca64da7f99",,,,,"Akademia Pomorska w Słupsku","1969-06-19",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1969-06-19","Działająca","1969-06-19","akademicka","1969-06-19","ul. Krzysztofa Arciszewskiego 22a, 76-200 Słupsk, woj. pomorskie, Polska","1969-06-19"
"181","dacccb40-e3e3-4113-a28e-54c4a59d550e","Uniwersytet Przyrodniczo-Humanistyczny w Siedlcach","1969-07-29","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","000001471","8210014490","","281","","","http://www.uph.edu.pl","rektor@uph.edu.pl","25 643-19-20","/UPH/skrytka","Polska","mazowieckie","ul. Stanisława Konarskiego","2","08-110","Siedlce","Mirosław Minkina - Rektor","493d279a-2c67-4a48-a71c-390ee1843fd3",,,,,"Uniwersytet Przyrodniczo-Humanistyczny w Siedlcach","1969-07-29",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1969-07-29","Działająca","1969-07-29","akademicka","1969-07-29","ul. Stanisława Konarskiego 2, 08-110 Siedlce, woj. mazowieckie, Polska","1969-07-29"
"182","70161bb7-629d-46ab-9c91-cc91851ed886","Uniwersytet Przyrodniczy we Wrocławiu","1951-11-17","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","000001867","8960005354","","282","","","http://www.upwr.edu.pl","rektor@upwr.edu.pl","713205101","/UPWR/SkrytkaESP","Polska","dolnośląskie","ul. Cypriana Kamila Norwida","25","50-375","Wrocław","Jarosław Bosy - Rektor","05157720-d99b-404a-ac02-40774f867fef",,,,,"Uniwersytet Przyrodniczy we Wrocławiu","1951-11-17",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1951-11-17","Działająca","1951-11-17","akademicka","1951-11-17","ul. Cypriana Kamila Norwida 25, 50-375 Wrocław, woj. dolnośląskie, Polska","1951-11-17"
"183","bc05e3e9-35c4-47a4-be34-d13dd35fd0bf","Uniwersytet Przyrodniczy w Lublinie","1944-10-23","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","000001896","7120103775","","279","","","http://www.up.lublin.pl","biuro.rektora@up.lublin.pl","(81) 445-60-66","ePUAP:/UP-Lublin/SkrytkaESP","Polska","lubelskie","ul. Akademicka","13","20-950","Lublin","Krzysztof Kowalczyk - Rektor","e62e5a63-cc0b-44ee-9e43-d083ba22a371",,,,,"Uniwersytet Przyrodniczy w Lublinie","1944-10-23",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1944-10-23","Działająca","1944-10-23","akademicka","1944-10-23","ul. Akademicka 13, 20-950 Lublin, woj. lubelskie, Polska","1944-10-23"
"184","154a0276-f7ef-42a3-a8d6-752e46ffd139","Uniwersytet Przyrodniczy w Poznaniu","1919-01-01","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","000001844","7770004960","","280","","","http://puls.edu.pl/","rektorat@up.poznan.pl","61-848-7001","/upwpoznaniu/SkrytkaESP","Polska","wielkopolskie","ul. Wojska Polskiego","28","60-637","Poznań","Krzysztof Szoszkiewicz - Rektor","823b4c4e-3f97-4b7f-85e0-a6ab73b3f674",,,,,"Uniwersytet Przyrodniczy w Poznaniu","1919-01-01",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1919-01-01","Działająca","1919-01-01","akademicka","1919-01-01","ul. Wojska Polskiego 28, 60-637 Poznań, woj. wielkopolskie, Polska","1919-01-01"
"185","becb0b4c-82d4-43a3-8673-2e07bf987463","Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie","1953-09-01","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","000001815","6750002118","","278","","","https://urk.edu.pl/","rector@urk.edu.pl","12 662 42 51","/URKRAKOW/skrytka ","Polska","małopolskie","al. Aleja Adama Mickiewicza","21","31-120","Kraków","Sylwester Tabor - Rektor","30f66894-52eb-4c15-85db-bf9d54c34158",,,,,"Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie","1953-09-01",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1953-09-01","Działająca","1953-09-01","akademicka","1953-09-01","al. Aleja Adama Mickiewicza 21, 31-120 Kraków, woj. małopolskie, Polska","1953-09-01"
"186","50d13b6e-9320-4240-898f-6aca15728a1f","Uniwersytet Rzeszowski","2001-09-01","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","691560040","8133238822","","257","","","http://www.ur.edu.pl","info@ur.edu.pl","178721000","/URzeszow/SkrytkaESP","Polska","podkarpackie","al. Tadeusza Rejtana","16c","35-959","Rzeszów","Sylwester Czopek - Rektor","781cea4e-7189-44b9-a7ff-d2450dc472fc",,,,,"Uniwersytet Rzeszowski","2001-09-01",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","2001-09-01","Działająca","2001-09-01","akademicka","2001-09-01","al. Tadeusza Rejtana 16c, 35-959 Rzeszów, woj. podkarpackie, Polska","2001-09-01"
"187","abcd38c3-bc4b-4b17-8dcf-9210f0fba35e","Uniwersytet Szczeciński","1985-09-01","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","001208777","8510208005","","251","","","http://usz.edu.pl/","rektorat@usz.edu.pl","91 444 11 72","/univszczecin/SkrytkaESP","Polska","zachodniopomorskie","al. Papieża Jana Pawła II","22a","70-453","Szczecin","WALDEMAR TARCZYŃSKI - Rektor","da3f8c51-cb2b-42e9-91ae-119da7190579",,,,,"Uniwersytet Szczeciński","1985-09-01",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1985-09-01","Działająca","1985-09-01","akademicka","1985-09-01","al. Papieża Jana Pawła II 22a, 70-453 Szczecin, woj. zachodniopomorskie, Polska","1985-09-01"
"188","b5db43b9-b076-4a54-8075-1642b7c9fe89","Uniwersytet Śląski w Katowicach","1968-06-08","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","000001347","6340197134","","252","","","http://www.us.edu.pl","rektor@us.edu.pl","+48 32 359 19 56","/USKat/SkrytkaESP","Polska","śląskie","ul. Bankowa","12","40-007","Katowice","Ryszard Koziołek - Rektor","a9c73a8a-fb91-4f9b-ab12-a746471ceb7b",,,,,"Uniwersytet Śląski w Katowicach","1968-06-08",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1968-06-08","Działająca","1968-06-08","akademicka","1968-06-08","ul. Bankowa 12, 40-007 Katowice, woj. śląskie, Polska","1968-06-08"
"189","282be714-cb82-4078-850e-810d7003cb31","Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu","1950-01-13","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","000805181","7960106439","","272","","","http://www.uniwersytetradom.pl","rektor@uthrad.pl","(48) 361-70-10","/PRad/skrytkaESP","Polska","mazowieckie","ul. Jacka Malczewskiego","29","26-600","Radom","Sławomir Bukowski - Rektor","2af2e5ab-0789-4f37-bf84-0f7c3f0b2d68",,,,,"Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu","2012-09-12",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1950-01-13","Działająca","1950-01-13","akademicka","1950-01-13","ul. Jacka Malczewskiego 29, 26-600 Radom, woj. mazowieckie, Polska","1950-01-13"
"190","282be714-cb82-4078-850e-810d7003cb31","Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu","1950-01-13","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","000805181","7960106439","","272","","","http://www.uniwersytetradom.pl","rektor@uthrad.pl","(48) 361-70-10","/PRad/skrytkaESP","Polska","mazowieckie","ul. Jacka Malczewskiego","29","26-600","Radom","Sławomir Bukowski - Rektor","2af2e5ab-0789-4f37-bf84-0f7c3f0b2d68",,,,,"Politechnika Radomska im. Kazimierza Pułaskiego","1950-01-13",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1950-01-13","Działająca","1950-01-13","akademicka","1950-01-13","ul. Jacka Malczewskiego 29, 26-600 Radom, woj. mazowieckie, Polska","1950-01-13"
"191","1a88b2ad-f6fd-4e5a-b514-27766a21594d","Uniwersytet Warmińsko-Mazurski w Olsztynie","1999-09-01","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","510884205","7393033097","","253","","","http://www.uwm.edu.pl","rektor@uwm.edu.pl","89 523 49 13"," /UWM/ESP","Polska","warmińsko-mazurskie","ul. Michała Oczapowskiego","2","10-719","Olsztyn","Jerzy Andrzej Przyborowski - Rektor","4925fafa-fa6d-4d97-9321-fbb424e23bd5",,,,,"Uniwersytet Warmińsko-Mazurski w Olsztynie","1999-09-01",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1999-09-01","Działająca","1999-09-01","akademicka","1999-09-01","ul. Michała Oczapowskiego 2, 10-719 Olsztyn, woj. warmińsko-mazurskie, Polska","1999-09-01"
"192","511d4dfc-574e-4801-af14-e99dc24f8209","Uniwersytet Warszawski","1816-11-19","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","000001258","5250011266","","242","","","http://www.uw.edu.pl","senat@adm.uw.edu.pl","+48 22 55-20-000","/uwedupl/SkrytkaESP","Polska","mazowieckie","ul. Krakowskie Przedmieście","26/28","00-927","Warszawa","Alojzy Zbigniew Nowak - Rektor","ec1fdbe3-65cb-4bf3-bfc4-f5840d223886",,,,,"Uniwersytet Warszawski","1816-11-19",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1816-11-19","Działająca","1816-11-19","akademicka","1816-11-19","ul. Krakowskie Przedmieście 26/28, 00-927 Warszawa, woj. mazowieckie, Polska","1816-11-19"
"193","d0155bd9-09cf-474a-b10c-51a4b46c9d57","Uniwersytet w Białymstoku","1997-10-01","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","050562207","5422383747","","243","","","http://www.uwb.edu.pl","uniwersytet@uwb.edu.pl","85 745-70-00","/uwb/SkrytkaESP","Polska","podlaskie","ul. Świerkowa","20 B","15-328","Białystok","Robert Władysław Ciborowski - Rektor","",,,,,"Uniwersytet w Białymstoku","1997-10-01",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1997-10-01","Działająca","1997-10-01","akademicka","1997-10-01","ul. Świerkowa 20 B, 15-328 Białystok, woj. podlaskie, Polska","1997-10-01"
"194","c1ace867-f745-40ef-a300-04f736b3372c","Uniwersytet Wrocławski","1702-11-15","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","000001301","8960005408","","254","","","https://uwr.edu.pl","rektor@uwr.edu.pl","+48 71 343 68 47","/UWr/SkrytkaESP","Polska","dolnośląskie","pl. Uniwersytecki","1","50-137","Wrocław","Robert Olkiewicz - Rektor","baece712-4363-485d-a4df-68566c5198f3",,,,,"Uniwersytet Wrocławski","1702-11-15",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1702-11-15","Działająca","1702-11-15","akademicka","1702-11-15","pl. Uniwersytecki 1, 50-137 Wrocław, woj. dolnośląskie, Polska","1702-11-15"
"195","8395c169-9930-4090-acb2-320b9203f249","Uniwersytet WSB Merito we Wrocławiu","1998-08-27","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia niepubliczna","Nie","","","","akademicka","","931893307","8942450411","","238","146","","http://www.wsb.pl","rektorat@wsb.wroclaw.pl","713561610"," /WSB- -Wroclaw/SkrytkaESP","Polska","dolnośląskie","ul. Fabryczna","29-31","53-609","Wrocław","Jacek Mercik - Rektor","",,,,,"Uniwersytet WSB Merito we Wrocławiu","2023-04-03","Wyższa Szkoła Filologiczna we Wrocławiu","b47e258b-17cf-4751-a6f4-7e2d5a86b121","932782604","8981989485","","","234","Minister Edukacji i Nauki (poprzednio MNiSW)","Włączenie","2020-10-01",,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1998-08-27","Działająca","1998-08-27","akademicka","1998-08-27","ul. Fabryczna 29-31, 53-609 Wrocław, woj. dolnośląskie, Polska","1998-08-27"
"196","8395c169-9930-4090-acb2-320b9203f249","Uniwersytet WSB Merito we Wrocławiu","1998-08-27","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia niepubliczna","Nie","","","","akademicka","","931893307","8942450411","","238","146","","http://www.wsb.pl","rektorat@wsb.wroclaw.pl","713561610"," /WSB- -Wroclaw/SkrytkaESP","Polska","dolnośląskie","ul. Fabryczna","29-31","53-609","Wrocław","Jacek Mercik - Rektor","",,,,,"Wyższa Szkoła Bankowa we Wrocławiu","1998-08-27","Wyższa Szkoła Filologiczna we Wrocławiu","b47e258b-17cf-4751-a6f4-7e2d5a86b121","932782604","8981989485","","","234","Minister Edukacji i Nauki (poprzednio MNiSW)","Włączenie","2020-10-01",,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1998-08-27","Działająca","1998-08-27","akademicka","1998-08-27","ul. Fabryczna 29-31, 53-609 Wrocław, woj. dolnośląskie, Polska","1998-08-27"
"197","29483405-4eba-4db1-b6c9-321ff370bdf9","Uniwersytet WSB Merito w Gdańsku","2005-02-04","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia niepubliczna","Nie","","","","akademicka","","191627386","5832558844","","237","314","","www.merito.pl/gdansk","kancelaria@wsb.gda.pl","058 522 77 00","/wsb_gdansk/SkrytkaESP","Polska","pomorskie","al. Grunwaldzka","238A","80-266","Gdańsk","Jan Wiśniewski - Rektor","c56b3e0e-de1d-4675-9d9b-45b44435f08e",,,,,"Uniwersytet WSB Merito w Gdańsku","2023-04-03",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","2005-02-04","Działająca","2005-02-04","akademicka","2005-02-04","al. Grunwaldzka 238A, 80-266 Gdańsk, woj. pomorskie, Polska","2005-02-04"
"198","29483405-4eba-4db1-b6c9-321ff370bdf9","Uniwersytet WSB Merito w Gdańsku","2005-02-04","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia niepubliczna","Nie","","","","akademicka","","191627386","5832558844","","237","314","","www.merito.pl/gdansk","kancelaria@wsb.gda.pl","058 522 77 00","/wsb_gdansk/SkrytkaESP","Polska","pomorskie","al. Grunwaldzka","238A","80-266","Gdańsk","Jan Wiśniewski - Rektor","c56b3e0e-de1d-4675-9d9b-45b44435f08e",,,,,"Wyższa Szkoła Bankowa  z siedzibą w Gdańsku","2005-02-04",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","2005-02-04","Działająca","2005-02-04","akademicka","2005-02-04","al. Grunwaldzka 238A, 80-266 Gdańsk, woj. pomorskie, Polska","2005-02-04"
"199","add982ff-1e14-4375-84f5-07977f9fd994","Uniwersytet WSB Merito w Poznaniu","1994-08-10","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia niepubliczna","Nie","","","","akademicka","","630245248","7781028941","","010","47","","http://www.wsb.poznan.pl","rektorat@wsb.poznan.pl","0616553372","Adres ESP: /WSBwPoznaniu/SkrytkaESP","Polska","wielkopolskie","ul. Powstańców Wielkopolskich","5","61-895","Poznań","Ryszard Sowiński - Rektor","1e9a8822-e49c-4f2b-9547-41136c8fa532",,,,,"Uniwersytet WSB Merito w Poznaniu","2023-04-03",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1994-08-10","Działająca","1994-08-10","akademicka","1994-08-10","ul. Powstańców Wielkopolskich 5, 61-895 Poznań, woj. wielkopolskie, Polska","1994-08-10"
"200","add982ff-1e14-4375-84f5-07977f9fd994","Uniwersytet WSB Merito w Poznaniu","1994-08-10","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia niepubliczna","Nie","","","","akademicka","","630245248","7781028941","","010","47","","http://www.wsb.poznan.pl","rektorat@wsb.poznan.pl","0616553372","Adres ESP: /WSBwPoznaniu/SkrytkaESP","Polska","wielkopolskie","ul. Powstańców Wielkopolskich","5","61-895","Poznań","Ryszard Sowiński - Rektor","1e9a8822-e49c-4f2b-9547-41136c8fa532",,,,,"Wyższa Szkoła Bankowa w Poznaniu","1994-08-10",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1994-08-10","Działająca","1994-08-10","akademicka","1994-08-10","ul. Powstańców Wielkopolskich 5, 61-895 Poznań, woj. wielkopolskie, Polska","1994-08-10"
"201","1845b92b-07f4-40a3-9afb-27235ab69d60","Uniwersytet WSB Merito w Toruniu","1998-08-27","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia niepubliczna","Nie","","","","akademicka","","871092619","9561937370","","229","148","","http://www.wsb.torun.pl","rektorat@wsb.torun.pl","56 66 09 200","/WSBTor/SkrytkaESP","Polska","kujawsko-pomorskie","ul. Młodzieżowa","31 A","87-100","Toruń","Marek Jacek Stankiewicz - Rektor","4eaca3d0-b4a0-4407-a5c1-e67c2da18dc1",,,,,"Uniwersytet WSB Merito w Toruniu","2023-04-03",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1998-08-27","Działająca","1998-08-27","zawodowa","1998-08-27","ul. Młodzieżowa 31 A, 87-100 Toruń, woj. kujawsko-pomorskie, Polska","1998-08-27"
"202","1845b92b-07f4-40a3-9afb-27235ab69d60","Uniwersytet WSB Merito w Toruniu","1998-08-27","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia niepubliczna","Nie","","","","akademicka","","871092619","9561937370","","229","148","","http://www.wsb.torun.pl","rektorat@wsb.torun.pl","56 66 09 200","/WSBTor/SkrytkaESP","Polska","kujawsko-pomorskie","ul. Młodzieżowa","31 A","87-100","Toruń","Marek Jacek Stankiewicz - Rektor","4eaca3d0-b4a0-4407-a5c1-e67c2da18dc1",,,,,"Uniwersytet WSB Merito w Toruniu","2023-04-03",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1998-08-27","Działająca","1998-08-27","akademicka","2022-10-01","ul. Młodzieżowa 31 A, 87-100 Toruń, woj. kujawsko-pomorskie, Polska","1998-08-27"
"203","1845b92b-07f4-40a3-9afb-27235ab69d60","Uniwersytet WSB Merito w Toruniu","1998-08-27","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia niepubliczna","Nie","","","","akademicka","","871092619","9561937370","","229","148","","http://www.wsb.torun.pl","rektorat@wsb.torun.pl","56 66 09 200","/WSBTor/SkrytkaESP","Polska","kujawsko-pomorskie","ul. Młodzieżowa","31 A","87-100","Toruń","Marek Jacek Stankiewicz - Rektor","4eaca3d0-b4a0-4407-a5c1-e67c2da18dc1",,,,,"Wyższa Szkoła Bankowa w Toruniu","1998-08-27",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1998-08-27","Działająca","1998-08-27","zawodowa","1998-08-27","ul. Młodzieżowa 31 A, 87-100 Toruń, woj. kujawsko-pomorskie, Polska","1998-08-27"
"204","1845b92b-07f4-40a3-9afb-27235ab69d60","Uniwersytet WSB Merito w Toruniu","1998-08-27","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia niepubliczna","Nie","","","","akademicka","","871092619","9561937370","","229","148","","http://www.wsb.torun.pl","rektorat@wsb.torun.pl","56 66 09 200","/WSBTor/SkrytkaESP","Polska","kujawsko-pomorskie","ul. Młodzieżowa","31 A","87-100","Toruń","Marek Jacek Stankiewicz - Rektor","4eaca3d0-b4a0-4407-a5c1-e67c2da18dc1",,,,,"Wyższa Szkoła Bankowa w Toruniu","1998-08-27",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1998-08-27","Działająca","1998-08-27","akademicka","2022-10-01","ul. Młodzieżowa 31 A, 87-100 Toruń, woj. kujawsko-pomorskie, Polska","1998-08-27"
"205","41ade527-eee8-4133-87f6-f9acbecc3acf","Uniwersytet Zielonogórski","2001-09-01","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","977924147","9730713421","","258","","","http://www.uz.zgora.pl","Rektor@uz.zgora.pl","683282000","/UniwersytetZielonogorski/SkrytkaESP","Polska","lubuskie","ul. Licealna","9","65-417","Zielona Góra","Wojciech prof. dr hab. Strzyżewski - Rektor","",,,,,"Uniwersytet Zielonogórski","2001-09-01","Państwowa Wyższa Szkoła Zawodowa w Sulechowie","a6140f1e-71dc-4880-b2fe-b5a0345d3b3c","970751880","9271666230","","","","Minister Edukacji i Nauki (poprzednio MNiSW)","Włączenie","2017-09-01",,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","2001-09-01","Działająca","2001-09-01","akademicka","2001-09-01","ul. Licealna 9, 65-417 Zielona Góra, woj. lubuskie, Polska","2001-09-01"
"206","6982273c-6dd5-4b22-9d18-dada4348f3f1","Warszawski Uniwersytet Medyczny","1949-10-24","Minister Zdrowia","Uczelnia publiczna","Nie","","","","akademicka","","000288917","5250005828","","307","","","http://www.wum.edu.pl","wum@wum.edu.pl","22/57-20-913","/WUM_Warszawa/SkrytkaESP","Polska","mazowieckie","ul. Żwirki i Wigury","61","02-091","Warszawa","Zbigniew Gaciong - Rektor","d6dd6b69-0856-4ebf-b632-5e9adba90581",,,,,"Warszawski Uniwersytet Medyczny","1949-10-24",,,,,,,,,,,,,,,,,,,,,"Minister Zdrowia","1949-10-24","Działająca","1949-10-24","akademicka","1949-10-24","ul. Żwirki i Wigury 61, 02-091 Warszawa, woj. mazowieckie, Polska","1949-10-24"
"207","b8378660-1504-42e6-9e89-fd4a860e1499","Wojskowa Akademia Techniczna im. Jarosława Dąbrowskiego","1951-12-18","Minister Obrony Narodowej","Uczelnia publiczna","Nie","","","","akademicka","","012122900","5270206300","","351","","","https://www.wojsko-polskie.pl/wat/","sekretariat.rektora@wat.edu.pl","261 839000","/WAT/SkrytkaESP","Polska","mazowieckie","ul. gen. Sylwestra Kaliskiego","2","00-908","Warszawa","Przemysław Wachulak - Rektor","ab428955-acf6-432f-b568-a7bd928461e4",,,,,"Wojskowa Akademia Techniczna im. Jarosława Dąbrowskiego","1951-12-18",,,,,,,,,,,,,,,,,,,,,"Minister Obrony Narodowej","1951-12-18","Działająca","1951-12-18","akademicka","1951-12-18","ul. gen. Sylwestra Kaliskiego 2, 00-908 Warszawa, woj. mazowieckie, Polska","1951-12-18"
"208","ce89a21a-0e0f-4752-80c8-a8388329a473","Wyższa Szkoła Humanitas w Sosnowcu","1997-04-23","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia niepubliczna","Nie","","","","akademicka","","273470470","6442446977","","041","110","","http://www.humanitas.edu.pl","sekretariat@humanitas.edu.pl","32 3631200","/Humanitas/SkrytkaESP","Polska","śląskie","ul. Jana Kilińskiego","43","41-200","Sosnowiec","Michał dr hab. Kaczmarczyk - Rektor","d40af6dc-c34c-43b5-81e5-fc7da193be5d",,,,,"Wyższa Szkoła Humanitas w Sosnowcu","1997-04-23",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1997-04-23","Działająca","1997-04-23","zawodowa","1997-04-23","ul. Jana Kilińskiego 43, 41-200 Sosnowiec, woj. śląskie, Polska","1997-04-23"
